Id|Name|Report Date|Avg mph|Total volume
7|A1M/9869K|2016-02-04T18:29:00|32|42
7|A1M/9869K|2016-02-04T18:44:00|33|16
7|A1M/9869K|2016-02-04T18:59:00|32|18
7|A1M/9869K|2016-02-04T19:14:00|32|16
7|A1M/9869K|2016-02-04T19:29:00|30|7
7|A1M/9869K|2016-02-04T19:44:00|31|20
7|A1M/9869K|2016-02-04T19:59:00|32|10
7|A1M/9869K|2016-02-04T20:14:00|33|9
7|A1M/9869K|2016-02-04T20:29:00|29|11
7|A1M/9869K|2016-02-04T20:44:00|31|8
7|A1M/9869K|2016-02-04T20:59:00|32|8
7|A1M/9869K|2016-02-04T21:14:00|30|9
7|A1M/9869K|2016-02-04T21:29:00|31|6
7|A1M/9869K|2016-02-04T21:44:00|28|6
7|A1M/9869K|2016-02-04T21:59:00|28|6
7|A1M/9869K|2016-02-04T22:14:00|35|4
7|A1M/9869K|2016-02-04T22:29:00|31|2
7|A1M/9869K|2016-02-04T22:44:00|33|6
7|A1M/9869K|2016-02-04T22:59:00|31|10
7|A1M/9869K|2016-02-04T23:14:00|30|5
7|A1M/9869K|2016-02-04T23:29:00|33|6
7|A1M/9869K|2016-02-04T23:44:00|32|3
7|A1M/9869K|2016-02-04T23:59:00|28|4
7|A1M/9869K|2016-02-05T00:14:00|22|2
7|A1M/9869K|2016-02-05T00:29:00|0|0
7|A1M/9869K|2016-02-05T00:44:00|34|1
7|A1M/9869K|2016-02-05T00:59:00|0|0
7|A1M/9869K|2016-02-05T01:14:00|0|0
7|A1M/9869K|2016-02-05T01:29:00|0|0
7|A1M/9869K|2016-02-05T01:44:00|24|1
7|A1M/9869K|2016-02-05T01:59:00|32|1
7|A1M/9869K|2016-02-05T02:14:00|0|0
7|A1M/9869K|2016-02-05T02:29:00|17|2
7|A1M/9869K|2016-02-05T02:44:00|25|2
7|A1M/9869K|2016-02-05T02:59:00|24|2
7|A1M/9869K|2016-02-05T03:14:00|0|0
7|A1M/9869K|2016-02-05T03:29:00|0|0
7|A1M/9869K|2016-02-05T03:44:00|22|4
7|A1M/9869K|2016-02-05T03:59:00|31|1
7|A1M/9869K|2016-02-05T04:14:00|30|2
7|A1M/9869K|2016-02-05T04:29:00|0|0
7|A1M/9869K|2016-02-05T04:44:00|23|2
7|A1M/9869K|2016-02-05T04:59:00|35|6
7|A1M/9869K|2016-02-05T05:14:00|25|5
7|A1M/9869K|2016-02-05T05:29:00|27|5
7|A1M/9869K|2016-02-05T05:44:00|33|6
7|A1M/9869K|2016-02-05T05:59:00|28|10
7|A1M/9869K|2016-02-05T06:14:00|30|11
7|A1M/9869K|2016-02-05T06:29:00|28|14
7|A1M/9869K|2016-02-05T06:44:00|30|21
7|A1M/9869K|2016-02-05T06:59:00|30|21
7|A1M/9869K|2016-02-05T07:14:00|29|26
7|A1M/9869K|2016-02-05T07:29:00|30|35
7|A1M/9869K|2016-02-05T07:44:00|31|54
7|A1M/9869K|2016-02-05T07:59:00|32|44
7|A1M/9869K|2016-02-05T08:14:00|33|44
7|A1M/9869K|2016-02-05T08:29:00|31|50
7|A1M/9869K|2016-02-05T08:44:00|32|43
7|A1M/9869K|2016-02-05T08:59:00|31|35
7|A1M/9869K|2016-02-05T09:14:00|31|37
7|A1M/9869K|2016-02-05T09:29:00|31|22
7|A1M/9869K|2016-02-05T09:44:00|30|23
7|A1M/9869K|2016-02-05T09:59:00|33|25
7|A1M/9869K|2016-02-05T10:14:00|30|41
7|A1M/9869K|2016-02-05T10:29:00|32|25
7|A1M/9869K|2016-02-05T10:44:00|32|28
7|A1M/9869K|2016-02-05T10:59:00|32|31
7|A1M/9869K|2016-02-05T11:14:00|30|24
7|A1M/9869K|2016-02-05T11:29:00|31|34
7|A1M/9869K|2016-02-05T11:44:00|31|29
7|A1M/9869K|2016-02-05T11:59:00|32|22
7|A1M/9869K|2016-02-05T12:14:00|31|29
7|A1M/9869K|2016-02-05T12:29:00|32|27
7|A1M/9869K|2016-02-05T12:44:00|31|27
7|A1M/9869K|2016-02-05T12:59:00|31|33
7|A1M/9869K|2016-02-05T13:14:00|32|30
7|A1M/9869K|2016-02-05T13:29:00|29|37
7|A1M/9869K|2016-02-05T13:44:00|32|23
7|A1M/9869K|2016-02-05T13:59:00|33|29
7|A1M/9869K|2016-02-05T14:14:00|31|41
7|A1M/9869K|2016-02-05T14:29:00|31|30
7|A1M/9869K|2016-02-05T14:44:00|30|33
7|A1M/9869K|2016-02-05T14:59:00|33|23
7|A1M/9869K|2016-02-05T15:14:00|31|38
7|A1M/9869K|2016-02-05T15:29:00|32|42
7|A1M/9869K|2016-02-05T15:44:00|31|39
7|A1M/9869K|2016-02-05T15:59:00|33|32
7|A1M/9869K|2016-02-05T16:14:00|33|49
7|A1M/9869K|2016-02-05T16:29:00|33|54
7|A1M/9869K|2016-02-05T16:44:00|32|70
7|A1M/9869K|2016-02-05T16:59:00|31|41
7|A1M/9869K|2016-02-05T17:14:00|31|55
7|A1M/9869K|2016-02-05T17:29:00|33|56
7|A1M/9869K|2016-02-05T17:44:00|30|52
7|A1M/9869K|2016-02-05T17:59:00|31|56
7|A1M/9869K|2016-02-05T18:14:00|31|51
7|A1M/9869K|2016-02-05T18:29:00|31|28
7|A1M/9869K|2016-02-05T18:44:00|33|24
7|A1M/9869K|2016-02-05T18:59:00|32|22
7|A1M/9869K|2016-02-05T19:14:00|30|17
7|A1M/9869K|2016-02-05T19:29:00|30|27
7|A1M/9869K|2016-02-05T19:44:00|30|10
7|A1M/9869K|2016-02-05T19:59:00|33|8
7|A1M/9869K|2016-02-05T20:14:00|31|11
7|A1M/9869K|2016-02-05T20:29:00|31|8
